Tweet,Suicide
love the way skype fades music back in when a call ends i am so easily impressed,Not Suicide post
rt congratulations india on beating pakistan 3 1 in thank you for the advance diwali gift,Not Suicide post
tell her simon who used to be from tuks fm says hi,Not Suicide post
damn it have to make it a proper website one day with the help of tiff,Not Suicide post
at least its not raining today,Not Suicide post
my morning started out so bad i just want to go home and sleep forever,Potential Suicide post
i think it was my lack of saying anything at all that was pretty stupid when i met harry i was acting all cool and,Potential Suicide post
taking son to have his braces taken of big day in teen age boy s life,Not Suicide post
thanks matt i am glad you like it no algorithmic music gigs planned so far though,Not Suicide post
so like if the man i end up spending the rest of my days with aint him i feel like i am going to hate my life,Potential Suicide post
i hate my parents so much i want to kill myself to spite them especially my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he did not want me to have a girlfriend or friends growing up i do not think i would even goto his funeral if he died i hate you from the bottom of my heart you only had me in order to chain down my mom you hated and ignored yelled at me since i was a little boy and now i hate you forever this hatred is killing me,Potential Suicide post
just some teething problems my new house and i will be friends,Not Suicide post
asahi giant and scared please do not eat my ass spirits,Potential Suicide post
i am so miserable i have never been this miserable in my life he is simply baby,Potential Suicide post
love the videos william new to twitter x,Not Suicide post
ochie kmaren nervous ya pas tu kliatan tau pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu y lecek,Not Suicide post
cool i have got more followers people are interested,Not Suicide post
rt congratulations team thanks much appreciated,Not Suicide post
tired of merely existing want to get to living,Potential Suicide post
i wanna kill myself i am so fucking done,Potential Suicide post
my list is short so does that mean the my god is huge too lol,Not Suicide post
haha flight of the conchords was so bloody hilarious last night 10 10 chur chur,Not Suicide post
you or the picture cus damn both be looking so good,Potential Suicide post
well can you link me to it anyway,Not Suicide post
if i tell a psychiatrist that i am suicidal will they immediately have me shipped away and handcuffed to a bed i always lie,Potential Suicide post
fucking hell prada saved the day,Not Suicide post
where are the easter eggs,Not Suicide post
rt the kinda bad bitch that is ready to die anyday now,Potential Suicide post
i am so sick and tired of being blamed for everything that i am actually waiting for the day i die,Potential Suicide post
ohhh sending loads of positive vibes your way,Not Suicide post
all i have to say about studio setup is that i d die without my flat files designed my whole studio around them,Not Suicide post
rt i am so fucking tired of living i am not smart i am not athletic i am not attractive i am not talented i just ha,Potential Suicide post
tell me about it we re going to try that puresleep mouth piece on tv will let you know if how it works,Not Suicide post
congratulations on all of your accomplishments you are an amazing person inside and out,Not Suicide post
that is pretty cool man i am not a fan but lossless ftw i will check it out,Not Suicide post
