Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
@sh_tbritttsays *suara screamo* JADI POTONG PERGELANGAN SAYA DAN HITAMKAN MATA SAYA,Potential Suicide post ,suara screamo JADI POTONG PERGELANGAN SAYA DAN HITAMKAN MATA SAYA,suara screamo jadi potong pergelangan saya dan hitamkan mata saya,suara screamo jadi potong pergelangan saya dan hitamkan mata saya,"['suara', 'screamo', 'jadi', 'potong', 'pergelangan', 'saya', 'dan', 'hitamkan', 'mata', 'saya']","['suara', 'screamo', 'potong', 'pergelangan', 'hitamkan', 'mata']",suara screamo potong pergelangan hitamkan mata,suara screamo potong gelang hitam mata,-9.0,negatif,0
"@gukdaydream jadi saya perlu mengerjakan proyek ini dan orang-orang mengandalkan saya, tetapi saya tidak melakukan apa pun karena menurut saya ituâ¦ https://t.co/3xuJT5Fp0X",Potential Suicide post ,jadi saya perlu mengerjakan proyek ini dan orang orang mengandalkan saya tetapi saya tidak melakukan apa pun karena menurut saya ituâ¦,jadi saya perlu mengerjakan proyek ini dan orang orang mengandalkan saya tetapi saya tidak melakukan apa pun karena menurut saya ituâ¦,jadi saya perlu mengerjakan proyek ini dan orang orang mengandalkan saya tetapi saya tidak melakukan apa pun karena menurut saya ituâ¦,"['jadi', 'saya', 'perlu', 'mengerjakan', 'proyek', 'ini', 'dan', 'orang', 'orang', 'mengandalkan', 'saya', 'tetapi', 'saya', 'tidak', 'melakukan', 'apa', 'pun', 'karena', 'menurut', 'saya', 'ituâ¦']","['proyek', 'orang', 'orang', 'mengandalkan', 'ituâ¦']",proyek orang orang mengandalkan ituâ¦,proyek orang orang andal itu,-3.0,negatif,0
Anda mendengar ini @DaveOshry?Bersama-sama kita bisa memulai bisnis buruk yang tidak menghasilkan apa-apa dan menyedot wi-fi kita... https://t.co/0cD2tTVEag,Potential Suicide post ,Anda mendengar ini Bersama sama kita bisa memulai bisnis buruk yang tidak menghasilkan apa apa dan menyedot wi fi kita,anda mendengar ini bersama sama kita bisa memulai bisnis buruk yang tidak menghasilkan apa apa dan menyedot wi fi kita,anda mendengar ini bersama sama kita bisa memulai bisnis buruk yang tidak menghasilkan apa apa dan menyedot wi di kita,"['anda', 'mendengar', 'ini', 'bersama', 'sama', 'kita', 'bisa', 'memulai', 'bisnis', 'buruk', 'yang', 'tidak', 'menghasilkan', 'apa', 'apa', 'dan', 'menyedot', 'wi', 'di', 'kita']","['mendengar', 'bisnis', 'buruk', 'menghasilkan', 'menyedot', 'wi']",mendengar bisnis buruk menghasilkan menyedot wi,dengar bisnis buruk hasil sedot wi,3.0,positif,1
"RT @0mysky: Jika kamu menemukan seseorang yang membuatmu bahagia, nikmatilah... hidup ini tidak adil dan memberi banyak kesempatan... https://t.co/dCBwDeQVH8",Not Suicide post,Jika kamu menemukan seseorang yang membuatmu bahagia nikmatilah hidup ini tidak adil dan memberi banyak kesempatan,jika kamu menemukan seseorang yang membuatmu bahagia nikmatilah hidup ini tidak adil dan memberi banyak kesempatan,jika kamu menemukan seseorang yang membuatmu bahagia nikmatilah hidup ini tidak adil dan memberi banyak kesempatan,"['jika', 'kamu', 'menemukan', 'seseorang', 'yang', 'membuatmu', 'bahagia', 'nikmatilah', 'hidup', 'ini', 'tidak', 'adil', 'dan', 'memberi', 'banyak', 'kesempatan']","['menemukan', 'membuatmu', 'bahagia', 'nikmatilah', 'hidup', 'adil', 'kesempatan']",menemukan membuatmu bahagia nikmatilah hidup adil kesempatan,temu buat bahagia nikmat hidup adil sempat,-2.0,negatif,0
"@phatelara debbs, PW aktif di MSE!Selamat!",Not Suicide post,debbs PW aktif di MSE Selamat,debbs pw aktif di mse selamat,debbs pw aktif di mse selamat,"['debbs', 'pw', 'aktif', 'di', 'mse', 'selamat']","['debbs', 'pw', 'aktif', 'mse', 'selamat']",debbs pw aktif mse selamat,debbs pw aktif mse selamat,2.0,positif,1
"@thekingscosmos,, Adikku merusak malam sebelum acara dimulai. Aku bahkan tidak ingin berada di sini lagi",Potential Suicide post ,Adikku merusak malam sebelum acara dimulai Aku bahkan tidak ingin berada di sini lagi,adikku merusak malam sebelum acara dimulai aku bahkan tidak ingin berada di sini lagi,adikku merusak malam sebelum acara dimulai aku bahkan tidak ingin berada di sini lagi,"['adikku', 'merusak', 'malam', 'sebelum', 'acara', 'dimulai', 'aku', 'bahkan', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi']","['adikku', 'merusak', 'malam', 'acara']",adikku merusak malam acara,adik rusak malam acara,-5.0,negatif,0
"RT @Raptors_22: Aku berhenti, aku terus bekerja keras tapi tetap saja payah.Aku tidak punya kehidupan dan aku masih payah.Saya tidak akan pernah masuk ke @Faâ¦",Potential Suicide post ,Aku berhenti aku terus bekerja keras tapi tetap saja payah Aku tidak punya kehidupan dan aku masih payah Saya tidak akan pernah masuk ke â¦,aku berhenti aku terus bekerja keras tapi tetap saja payah aku tidak punya kehidupan dan aku masih payah saya tidak akan pernah masuk ke â¦,aku berhenti aku terus bekerja keras tapi tetap saja payah aku tidak punya kehidupan dan aku masih payah saya tidak akan pernah masuk ke â¦,"['aku', 'berhenti', 'aku', 'terus', 'bekerja', 'keras', 'tapi', 'tetap', 'saja', 'payah', 'aku', 'tidak', 'punya', 'kehidupan', 'dan', 'aku', 'masih', 'payah', 'saya', 'tidak', 'akan', 'pernah', 'masuk', 'ke', 'â¦']","['berhenti', 'keras', 'payah', 'kehidupan', 'payah', 'masuk', 'â¦']",berhenti keras payah kehidupan payah masuk â¦,henti keras payah hidup payah masuk ,-11.0,negatif,0
"Aku tidak tahan lagi, sebaiknya akhiri hidup ini dengan menyedihkan",Potential Suicide post ,Aku tidak tahan lagi sebaiknya akhiri hidup ini dengan menyedihkan,aku tidak tahan lagi sebaiknya akhiri hidup ini dengan menyedihkan,aku tidak tahan lagi sebaiknya akhiri hidup ini dengan menyedihkan,"['aku', 'tidak', 'tahan', 'lagi', 'sebaiknya', 'akhiri', 'hidup', 'ini', 'dengan', 'menyedihkan']","['tahan', 'hidup', 'menyedihkan']",tahan hidup menyedihkan,tahan hidup sedih,-11.0,negatif,0
Saya ingin bunuh diri tidak secara harfiah tetapi secara mental dan emosional,Potential Suicide post ,Saya ingin bunuh diri tidak secara harfiah tetapi secara mental dan emosional,saya ingin bunuh diri tidak secara harfiah tetapi secara mental dan emosional,saya ingin bunuh diri tidak secara harfiah tetapi secara mental dan emosional,"['saya', 'ingin', 'bunuh', 'diri', 'tidak', 'secara', 'harfiah', 'tetapi', 'secara', 'mental', 'dan', 'emosional']","['bunuh', 'harfiah', 'mental', 'emosional']",bunuh harfiah mental emosional,bunuh harfiah mental emosional,-5.0,negatif,0
"@dogcafes,co '19 ð¬ð¹, saya tidak ingin berada di sini lagi saya telah merusak hal yang baik https://t.co/Bql3YIlI1L",Potential Suicide post ,co ð¬ð¹ saya tidak ingin berada di sini lagi saya telah merusak hal yang baik,co ð¬ð¹ saya tidak ingin berada di sini lagi saya telah merusak hal yang baik,cowok ð¬ð¹ saya tidak ingin berada di sini lagi saya telah merusak hal yang baik,"['cowok', 'ð¬ð¹', 'saya', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi', 'saya', 'telah', 'merusak', 'hal', 'yang', 'baik']","['cowok', 'ð¬ð¹', 'merusak']",cowok ð¬ð¹ merusak,cowok  rusak,-4.0,negatif,0
"mencoba Spaz untuk postingan Twitter.suka DestroyTwitter saya, tetapi lebih mudah membaca Spaz!",Not Suicide post,mencoba Spaz untuk postingan Twitter suka DestroyTwitter saya tetapi lebih mudah membaca Spaz,mencoba spaz untuk postingan twitter suka destroytwitter saya tetapi lebih mudah membaca spaz,mencoba spaz untuk postingan twitter suka destroytwitter saya tetapi lebih mudah membaca spaz,"['mencoba', 'spaz', 'untuk', 'postingan', 'twitter', 'suka', 'destroytwitter', 'saya', 'tetapi', 'lebih', 'mudah', 'membaca', 'spaz']","['mencoba', 'spaz', 'postingan', 'twitter', 'suka', 'destroytwitter', 'mudah', 'membaca', 'spaz']",mencoba spaz postingan twitter suka destroytwitter mudah membaca spaz,coba spaz postingan twitter suka destroytwitter mudah baca spaz,-4.0,negatif,0
Kami tidak ingin mereka berpikir kami melakukan sesuatu yang tidak bermoral.,Not Suicide post,Kami tidak ingin mereka berpikir kami melakukan sesuatu yang tidak bermoral,kami tidak ingin mereka berpikir kami melakukan sesuatu yang tidak bermoral,kami tidak ingin mereka berpikir kami melakukan sesuatu yang tidak bermoral,"['kami', 'tidak', 'ingin', 'mereka', 'berpikir', 'kami', 'melakukan', 'sesuatu', 'yang', 'tidak', 'bermoral']","['berpikir', 'bermoral']",berpikir bermoral,pikir moral,2.0,positif,1
Tweet tweet di sini dan tweet tweet di sana!Selamat siang!!,Not Suicide post,Tweet tweet di sini dan tweet tweet di sana Selamat siang,tweet tweet di sini dan tweet tweet di sana selamat siang,tweet tweet di sini dan tweet tweet di sana selamat siang,"['tweet', 'tweet', 'di', 'sini', 'dan', 'tweet', 'tweet', 'di', 'sana', 'selamat', 'siang']","['tweet', 'tweet', 'tweet', 'tweet', 'selamat', 'siang']",tweet tweet tweet tweet selamat siang,tweet tweet tweet tweet selamat siang,5.0,positif,1
"@homerunderbyemo,,Baru lihat Homerun Derby EP, SLAPS https://t.co/lrHB1FDz6t",Potential Suicide post ,Baru lihat Homerun Derby EP SLAPS,baru lihat homerun derby ep slaps,baru lihat homerun derby ep slaps,"['baru', 'lihat', 'homerun', 'derby', 'ep', 'slaps']","['lihat', 'homerun', 'derby', 'ep', 'slaps']",lihat homerun derby ep slaps,lihat homerun derby ep slaps,3.0,positif,1
Semuanya,Not Suicide post,Semuanya,semuanya,semuanya,['semuanya'],[],,,0.0,negatif,0
@LaurenFisher mematuhi algoritma fm terakhir.mungkin kamu akan benar-benar menyukai skuter jika kamu memberinya kesempatan,Not Suicide post,mematuhi algoritma fm terakhir mungkin kamu akan benar benar menyukai skuter jika kamu memberinya kesempatan,mematuhi algoritma fm terakhir mungkin kamu akan benar benar menyukai skuter jika kamu memberinya kesempatan,mematuhi algoritma fm terakhir mungkin kamu akan benar benar menyukai skuter jika kamu memberinya kesempatan,"['mematuhi', 'algoritma', 'fm', 'terakhir', 'mungkin', 'kamu', 'akan', 'benar', 'benar', 'menyukai', 'skuter', 'jika', 'kamu', 'memberinya', 'kesempatan']","['mematuhi', 'algoritma', 'fm', 'menyukai', 'skuter', 'memberinya', 'kesempatan']",mematuhi algoritma fm menyukai skuter memberinya kesempatan,patuh algoritma fm suka skuter beri sempat,1.0,positif,1
@ bootylove89 Haha kuharap begitu.Aku bosan tinggal di sini.Aku ingin pergi ke selatan,Potential Suicide post ,bootylove Haha kuharap begitu Aku bosan tinggal di sini Aku ingin pergi ke selatan,bootylove haha kuharap begitu aku bosan tinggal di sini aku ingin pergi ke selatan,bootylove haha kuharap begitu aku bosan tinggal di sini aku ingin pergi ke selatan,"['bootylove', 'haha', 'kuharap', 'begitu', 'aku', 'bosan', 'tinggal', 'di', 'sini', 'aku', 'ingin', 'pergi', 'ke', 'selatan']","['bootylove', 'haha', 'kuharap', 'bosan', 'tinggal', 'pergi', 'selatan']",bootylove haha kuharap bosan tinggal pergi selatan,bootylove haha harap bosan tinggal pergi selatan,-9.0,negatif,0
@Abipips Benar sekali - tidak ada yang menyebabkan kegilaan seperti mencoba mencari tahu mengapa orang melakukan apa yang mereka lakukan Semoga hari ini bersama si kecil Anda luar biasa x,Not Suicide post,Benar sekali tidak ada yang menyebabkan kegilaan seperti mencoba mencari tahu mengapa orang melakukan apa yang mereka lakukan Semoga hari ini bersama si kecil Anda luar biasa x,benar sekali tidak ada yang menyebabkan kegilaan seperti mencoba mencari tahu mengapa orang melakukan apa yang mereka lakukan semoga hari ini bersama si kecil anda luar biasa x,benar sekali tidak ada yang menyebabkan kegilaan seperti mencoba mencari tahu mengapa orang melakukan apa yang mereka lakukan semoga hari ini bersama sih kecil anda luar biasa kali,"['benar', 'sekali', 'tidak', 'ada', 'yang', 'menyebabkan', 'kegilaan', 'seperti', 'mencoba', 'mencari', 'tahu', 'mengapa', 'orang', 'melakukan', 'apa', 'yang', 'mereka', 'lakukan', 'semoga', 'hari', 'ini', 'bersama', 'sih', 'kecil', 'anda', 'luar', 'biasa', 'kali']","['menyebabkan', 'kegilaan', 'mencoba', 'mencari', 'orang', 'lakukan', 'semoga', 'kali']",menyebabkan kegilaan mencoba mencari orang lakukan semoga kali,sebab gila coba cari orang laku moga kali,-10.0,negatif,0
tapi HA!Internet Explorer bersikap baik kepada saya. Mozilla Firefox jahat.,Not Suicide post,tapi HA Internet Explorer bersikap baik kepada saya Mozilla Firefox jahat,tapi ha internet explorer bersikap baik kepada saya mozilla firefox jahat,tapi ha internet explorer bersikap baik kepada saya mozilla firefox jahat,"['tapi', 'ha', 'internet', 'explorer', 'bersikap', 'baik', 'kepada', 'saya', 'mozilla', 'firefox', 'jahat']","['ha', 'internet', 'explorer', 'bersikap', 'mozilla', 'firefox', 'jahat']",ha internet explorer bersikap mozilla firefox jahat,ha internet explorer sikap mozilla firefox jahat,-2.0,negatif,0
Bosan menendangmu keluar rumah ð bersiap untuk tidur dan bangun dengan hal yang sama selamanya.,Potential Suicide post ,Bosan menendangmu keluar rumah ð bersiap untuk tidur dan bangun dengan hal yang sama selamanya,bosan menendangmu keluar rumah ð bersiap untuk tidur dan bangun dengan hal yang sama selamanya,bosan menendangmu keluar rumah ð bersiap untuk tidur dan bangun dengan hal yang sama selamanya,"['bosan', 'menendangmu', 'keluar', 'rumah', 'ð', 'bersiap', 'untuk', 'tidur', 'dan', 'bangun', 'dengan', 'hal', 'yang', 'sama', 'selamanya']","['bosan', 'menendangmu', 'rumah', 'ð', 'tidur', 'bangun']",bosan menendangmu rumah ð tidur bangun,bosan tendang rumah  tidur bangun,-3.0,negatif,0
RT @ghoulrunnings: aku sudah mengatakannya sebelumnya dan aku akan mengatakannya lagi...waluigi menyebalkan...dia terdengar dan terlihat lucu dan hanya itu...tidak ada yang lain tâ¦,Potential Suicide post ,aku sudah mengatakannya sebelumnya dan aku akan mengatakannya lagi waluigi menyebalkan dia terdengar dan terlihat lucu dan hanya itu tidak ada yang lain tâ¦,aku sudah mengatakannya sebelumnya dan aku akan mengatakannya lagi waluigi menyebalkan dia terdengar dan terlihat lucu dan hanya itu tidak ada yang lain tâ¦,aku sudah mengatakannya sebelumnya dan aku akan mengatakannya lagi waluigi menyebalkan dia terdengar dan terlihat lucu dan hanya itu tidak ada yang lain tâ¦,"['aku', 'sudah', 'mengatakannya', 'sebelumnya', 'dan', 'aku', 'akan', 'mengatakannya', 'lagi', 'waluigi', 'menyebalkan', 'dia', 'terdengar', 'dan', 'terlihat', 'lucu', 'dan', 'hanya', 'itu', 'tidak', 'ada', 'yang', 'lain', 'tâ¦']","['waluigi', 'menyebalkan', 'terdengar', 'lucu', 'tâ¦']",waluigi menyebalkan terdengar lucu tâ¦,waluigi sebal dengar lucu t,0.0,negatif,0
"RT @MohammadiRashid: Setahun setelah gempa bumi dahsyat di kota ini, ibu muda ini berkata bahwa dia &amp;keluarganya masih belum memiliki tempat berlindung...",Potential Suicide post ,Setahun setelah gempa bumi dahsyat di kota ini ibu muda ini berkata bahwa dia amp keluarganya masih belum memiliki tempat berlindung,setahun setelah gempa bumi dahsyat di kota ini ibu muda ini berkata bahwa dia amp keluarganya masih belum memiliki tempat berlindung,setahun setelah gempa bumi dahsyat di kota ini ibu muda ini berkata bahwa dia amp keluarganya masih belum memiliki tempat berlindung,"['setahun', 'setelah', 'gempa', 'bumi', 'dahsyat', 'di', 'kota', 'ini', 'ibu', 'muda', 'ini', 'berkata', 'bahwa', 'dia', 'amp', 'keluarganya', 'masih', 'belum', 'memiliki', 'tempat', 'berlindung']","['setahun', 'gempa', 'bumi', 'dahsyat', 'kota', 'muda', 'amp', 'keluarganya', 'memiliki', 'berlindung']",setahun gempa bumi dahsyat kota muda amp keluarganya memiliki berlindung,tahun gempa bumi dahsyat kota muda amp keluarga milik lindung,-2.0,negatif,0
@SexySubKaylee heh heh kotor selalu gadis baik!Saya suka cara Anda berpikir,Not Suicide post,heh heh kotor selalu gadis baik Saya suka cara Anda berpikir,heh heh kotor selalu gadis baik saya suka cara anda berpikir,heh heh kotor selalu gadis baik saya suka cara anda berpikir,"['heh', 'heh', 'kotor', 'selalu', 'gadis', 'baik', 'saya', 'suka', 'cara', 'anda', 'berpikir']","['heh', 'heh', 'kotor', 'gadis', 'suka', 'berpikir']",heh heh kotor gadis suka berpikir,heh heh kotor gadis suka pikir,-8.0,negatif,0
keluar dari internet... akan menghabisi rambutku,Not Suicide post,keluar dari internet akan menghabisi rambutku,keluar dari internet akan menghabisi rambutku,keluar dari internet akan menghabisi rambutku,"['keluar', 'dari', 'internet', 'akan', 'menghabisi', 'rambutku']","['internet', 'menghabisi', 'rambutku']",internet menghabisi rambutku,internet habis rambut,-3.0,negatif,0
"setelah gagal sekali ini yang saya rasakan saya berharap bunuh diri didanai oleh pemerintah saya berharap senjata untuk bunuh diri seperti kondom yang diberikan kepada remaja jadi jika mereka mau melakukannya mereka melakukannya dengan benar saya berharap euthansia itu sah saya berharap saya tidak perlu takut membeli racun atau senjata dari pasar gelap karena jika saya tertangkap, hidup saya akan menjadi lebih buruk",Potential Suicide post ,setelah gagal sekali ini yang saya rasakan saya berharap bunuh diri didanai oleh pemerintah saya berharap senjata untuk bunuh diri seperti kondom yang diberikan kepada remaja jadi jika mereka mau melakukannya mereka melakukannya dengan benar saya berharap euthansia itu sah saya berharap saya tidak perlu takut membeli racun atau senjata dari pasar gelap karena jika saya tertangkap hidup saya akan menjadi lebih buruk,setelah gagal sekali ini yang saya rasakan saya berharap bunuh diri didanai oleh pemerintah saya berharap senjata untuk bunuh diri seperti kondom yang diberikan kepada remaja jadi jika mereka mau melakukannya mereka melakukannya dengan benar saya berharap euthansia itu sah saya berharap saya tidak perlu takut membeli racun atau senjata dari pasar gelap karena jika saya tertangkap hidup saya akan menjadi lebih buruk,setelah gagal sekali ini yang saya rasakan saya berharap bunuh diri didanai oleh pemerintah saya berharap senjata untuk bunuh diri seperti kondom yang diberikan kepada remaja jadi jika mereka mau melakukannya mereka melakukannya dengan benar saya berharap euthansia itu sah saya berharap saya tidak perlu takut membeli racun atau senjata dari pasar gelap karena jika saya tertangkap hidup saya akan menjadi lebih buruk,"['setelah', 'gagal', 'sekali', 'ini', 'yang', 'saya', 'rasakan', 'saya', 'berharap', 'bunuh', 'diri', 'didanai', 'oleh', 'pemerintah', 'saya', 'berharap', 'senjata', 'untuk', 'bunuh', 'diri', 'seperti', 'kondom', 'yang', 'diberikan', 'kepada', 'remaja', 'jadi', 'jika', 'mereka', 'mau', 'melakukannya', 'mereka', 'melakukannya', 'dengan', 'benar', 'saya', 'berharap', 'euthansia', 'itu', 'sah', 'saya', 'berharap', 'saya', 'tidak', 'perlu', 'takut', 'membeli', 'racun', 'atau', 'senjata', 'dari', 'pasar', 'gelap', 'karena', 'jika', 'saya', 'tertangkap', 'hidup', 'saya', 'akan', 'menjadi', 'lebih', 'buruk']","['gagal', 'rasakan', 'berharap', 'bunuh', 'didanai', 'pemerintah', 'berharap', 'senjata', 'bunuh', 'kondom', 'remaja', 'melakukannya', 'melakukannya', 'berharap', 'euthansia', 'sah', 'berharap', 'takut', 'membeli', 'racun', 'senjata', 'pasar', 'gelap', 'tertangkap', 'hidup', 'buruk']",gagal rasakan berharap bunuh didanai pemerintah berharap senjata bunuh kondom remaja melakukannya melakukannya berharap euthansia sah berharap takut membeli racun senjata pasar gelap tertangkap hidup buruk,gagal rasa harap bunuh dana perintah harap senjata bunuh kondom remaja laku laku harap euthansia sah harap takut beli racun senjata pasar gelap tangkap hidup buruk,-49.0,negatif,0
